window_start,window_end,response_code,request_count,avg_response_time_ms,batch_id
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,200,173,157.8,9
2026-07-30T04:09:30.000Z,2026-07-30T04:09:40.000Z,400,6,165.8,9
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,204,9,189.8,9
2026-07-30T04:09:30.000Z,2026-07-30T04:09:40.000Z,500,9,1935.7,9
2026-07-30T04:09:35.000Z,2026-07-30T04:09:45.000Z,404,5,171.0,9
2026-07-30T04:09:35.000Z,2026-07-30T04:09:45.000Z,204,9,163.2,9
2026-07-30T04:09:35.000Z,2026-07-30T04:09:45.000Z,503,4,1965.8,9
2026-07-30T04:09:30.000Z,2026-07-30T04:09:40.000Z,503,4,1753.5,9
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,503,3,1701.3,9
2026-07-30T04:09:35.000Z,2026-07-30T04:09:45.000Z,500,10,1980.6,9
2026-07-30T04:09:40.000Z,2026-07-30T04:09:50.000Z,200,86,139.0,9
2026-07-30T04:09:40.000Z,2026-07-30T04:09:50.000Z,400,4,216.0,9
2026-07-30T04:09:40.000Z,2026-07-30T04:09:50.000Z,503,1,1822.0,9
2026-07-30T04:09:40.000Z,2026-07-30T04:09:50.000Z,500,2,2063.0,9
2026-07-30T04:09:45.000Z,2026-07-30T04:09:55.000Z,200,1,27.0,9
2026-07-30T04:09:30.000Z,2026-07-30T04:09:40.000Z,200,165,162.5,9
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,400,3,86.3,9
2026-07-30T04:09:30.000Z,2026-07-30T04:09:40.000Z,204,9,164.1,9
2026-07-30T04:09:40.000Z,2026-07-30T04:09:50.000Z,404,4,197.3,9
2026-07-30T04:09:30.000Z,2026-07-30T04:09:40.000Z,404,5,115.4,9
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,404,4,127.8,9
2026-07-30T04:09:35.000Z,2026-07-30T04:09:45.000Z,200,161,147.9,9
2026-07-30T04:09:35.000Z,2026-07-30T04:09:45.000Z,400,9,197.9,9
2026-07-30T04:09:40.000Z,2026-07-30T04:09:50.000Z,204,3,171.0,9
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,500,6,2002.0,9
