window_start,window_end,response_code,request_count,avg_response_time_ms,batch_id
2026-07-30T04:09:15.000Z,2026-07-30T04:09:25.000Z,200,168,159.7,8
2026-07-30T04:09:15.000Z,2026-07-30T04:09:25.000Z,204,7,127.1,8
2026-07-30T04:09:20.000Z,2026-07-30T04:09:30.000Z,204,12,163.9,8
2026-07-30T04:09:15.000Z,2026-07-30T04:09:25.000Z,500,2,1618.5,8
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,200,84,147.4,8
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,204,6,197.8,8
2026-07-30T04:09:10.000Z,2026-07-30T04:09:20.000Z,500,5,1799.2,8
2026-07-30T04:09:10.000Z,2026-07-30T04:09:20.000Z,503,2,2000.5,8
2026-07-30T04:09:20.000Z,2026-07-30T04:09:30.000Z,503,4,2036.0,8
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,503,2,2065.5,8
2026-07-30T04:09:10.000Z,2026-07-30T04:09:20.000Z,400,11,152.0,8
2026-07-30T04:09:10.000Z,2026-07-30T04:09:20.000Z,404,5,173.2,8
2026-07-30T04:09:20.000Z,2026-07-30T04:09:30.000Z,200,170,152.5,8
2026-07-30T04:09:20.000Z,2026-07-30T04:09:30.000Z,404,3,151.0,8
2026-07-30T04:09:20.000Z,2026-07-30T04:09:30.000Z,500,6,2049.8,8
2026-07-30T04:09:15.000Z,2026-07-30T04:09:25.000Z,400,9,159.3,8
2026-07-30T04:09:15.000Z,2026-07-30T04:09:25.000Z,404,8,164.9,8
2026-07-30T04:09:15.000Z,2026-07-30T04:09:25.000Z,503,3,2068.7,8
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,400,2,90.5,8
2026-07-30T04:09:10.000Z,2026-07-30T04:09:20.000Z,200,170,156.0,8
2026-07-30T04:09:10.000Z,2026-07-30T04:09:20.000Z,204,5,179.6,8
2026-07-30T04:09:25.000Z,2026-07-30T04:09:35.000Z,500,5,2054.2,8
2026-07-30T04:09:20.000Z,2026-07-30T04:09:30.000Z,400,2,90.5,8
